,TransactionID,Amount,CustomerID,Timestamp,MerchantID,TransactionAmount,MerchantName,Location,Category,FraudIndicator,SuspiciousFlag,Name,Age,Address
193,194,25.807626781009997,1394,09-01-2022 01:00,2176,81.99840679,Merchant 2176,Location 2176,Travel,0,0,Customer 1394,31,Address 1394
194,195,60.1627950076116,1377,09-01-2022 02:00,2901,46.79083873,Merchant 2901,Location 2901,Food,0,0,Customer 1377,46,Address 1377
195,196,73.95115480743799,1860,09-01-2022 03:00,2208,11.41475482,Merchant 2208,Location 2208,Travel,0,0,Customer 1860,21,Address 1860
196,197,41.600666147750765,1022,09-01-2022 04:00,2125,39.74657137,Merchant 2125,Location 2125,Retail,0,0,Customer 1022,55,Address 1022
197,198,77.50218977872183,1599,09-01-2022 05:00,2162,69.42652626,Merchant 2162,Location 2162,Online,0,1,Customer 1599,18,Address 1599
198,199,60.700759795200256,1281,09-01-2022 06:00,2679,74.8024137,Merchant 2679,Location 2679,Retail,1,0,Customer 1281,33,Address 1281
199,200,10.867087743046213,1549,09-01-2022 07:00,2900,11.13502429,Merchant 2900,Location 2900,Online,0,0,Customer 1549,60,Address 1549
200,201,78.69908198812801,1237,09-01-2022 08:00,2382,78.79265668,Merchant 2382,Location 2382,Other,0,0,Customer 1237,32,Address 1237
201,202,13.562991257277996,1800,09-01-2022 09:00,2802,73.35801855,Merchant 2802,Location 2802,Online,0,0,Customer 1800,58,Address 1800
202,203,61.40287558718099,1167,09-01-2022 10:00,2789,19.79428899,Merchant 2789,Location 2789,Retail,0,0,Customer 1167,33,Address 1167
203,204,68.40522340995258,1559,09-01-2022 11:00,2856,52.57391798,Merchant 2856,Location 2856,Online,0,0,Customer 1559,22,Address 1559
204,205,59.45638923887482,1764,09-01-2022 12:00,2618,87.9468388,Merchant 2618,Location 2618,Travel,0,0,Customer 1764,49,Address 1764
205,206,94.570751399094,1124,09-01-2022 13:00,2493,45.34907935,Merchant 2493,Location 2493,Travel,0,0,Customer 1124,45,Address 1124
206,207,81.56433192297125,1095,09-01-2022 14:00,2713,49.02599806,Merchant 2713,Location 2713,Other,0,1,Customer 1095,27,Address 1095
207,208,58.42056072628485,1690,09-01-2022 15:00,2478,76.78915241,Merchant 2478,Location 2478,Travel,0,0,Customer 1690,24,Address 1690
208,209,48.04486290773334,1359,09-01-2022 16:00,2405,57.2591284,Merchant 2405,Location 2405,Food,0,0,Customer 1359,53,Address 1359
209,210,27.51230202452078,1026,09-01-2022 17:00,2332,21.2393059,Merchant 2332,Location 2332,Other,0,0,Customer 1026,58,Address 1026
210,211,67.03130270994141,1596,09-01-2022 18:00,2989,79.37651455,Merchant 2989,Location 2989,Online,0,0,Customer 1596,62,Address 1596
211,212,78.56207411278741,1506,09-01-2022 19:00,2828,52.47637818,Merchant 2828,Location 2828,Other,1,0,Customer 1506,22,Address 1506
212,213,81.95667521729543,1219,09-01-2022 20:00,2065,75.32893872,Merchant 2065,Location 2065,Food,0,0,Customer 1219,23,Address 1219
213,214,66.22278769805163,1609,09-01-2022 21:00,2536,76.76865856,Merchant 2536,Location 2536,Travel,0,0,Customer 1609,29,Address 1609
214,215,43.288425940630695,1788,09-01-2022 22:00,2225,87.13835925,Merchant 2225,Location 2225,Online,0,0,Customer 1788,27,Address 1788
215,216,91.44727683785102,1320,09-01-2022 23:00,2533,33.34697459,Merchant 2533,Location 2533,Retail,0,0,Customer 1320,48,Address 1320
216,217,98.68616371418082,1194,10-01-2022 00:00,2023,79.68450092,Merchant 2023,Location 2023,Travel,0,0,Customer 1194,40,Address 1194
217,218,84.03821814533373,1387,10-01-2022 01:00,2884,21.68077849,Merchant 2884,Location 2884,Online,0,1,Customer 1387,31,Address 1387
218,219,26.705903742573543,1381,10-01-2022 02:00,2388,78.7859157,Merchant 2388,Location 2388,Online,0,0,Customer 1381,58,Address 1381
219,220,95.66715462171436,1023,10-01-2022 03:00,2338,66.73769652,Merchant 2338,Location 2338,Online,0,0,Customer 1023,34,Address 1023
220,221,53.84797949558436,1292,10-01-2022 04:00,2094,47.44304194,Merchant 2094,Location 2094,Food,0,0,Customer 1292,33,Address 1292
221,222,67.7566473614084,1556,10-01-2022 05:00,2206,17.36876576,Merchant 2206,Location 2206,Online,0,0,Customer 1556,53,Address 1556
222,223,68.86554660517089,1616,10-01-2022 06:00,2334,56.8899215,Merchant 2334,Location 2334,Travel,0,0,Customer 1616,31,Address 1616
223,224,32.334368575520536,1646,10-01-2022 07:00,2893,22.12089269,Merchant 2893,Location 2893,Retail,0,0,Customer 1646,46,Address 1646
224,225,87.0159324540077,1678,10-01-2022 08:00,2979,41.46857357,Merchant 2979,Location 2979,Food,0,1,Customer 1678,33,Address 1678
225,226,34.528113601375296,1950,10-01-2022 09:00,2539,13.87128183,Merchant 2539,Location 2539,Food,0,0,Customer 1950,48,Address 1950
226,227,72.13258352324524,1995,10-01-2022 10:00,2776,29.67925463,Merchant 2776,Location 2776,Travel,1,0,Customer 1995,38,Address 1995
227,228,55.797695917609126,1492,10-01-2022 11:00,2962,10.9730234,Merchant 2962,Location 2962,Online,0,0,Customer 1492,46,Address 1492
228,229,26.44706544020341,1395,10-01-2022 12:00,2687,94.06229601,Merchant 2687,Location 2687,Other,0,1,Customer 1395,32,Address 1395
229,230,99.7192337077914,1903,10-01-2022 13:00,2473,51.60730408,Merchant 2473,Location 2473,Food,0,0,Customer 1903,18,Address 1903
230,231,39.30443808666833,1442,10-01-2022 14:00,2577,70.86813432,Merchant 2577,Location 2577,Online,0,0,Customer 1442,54,Address 1442
231,232,48.95945026618623,1169,10-01-2022 15:00,2559,14.74896742,Merchant 2559,Location 2559,Other,0,0,Customer 1169,30,Address 1169
232,233,98.73461898413122,1767,10-01-2022 16:00,2787,62.37409428,Merchant 2787,Location 2787,Online,0,0,Customer 1767,38,Address 1767
233,234,69.33327246195044,1221,10-01-2022 17:00,2851,35.9457724,Merchant 2851,Location 2851,Other,0,0,Customer 1221,37,Address 1221
234,235,65.34894374447977,1806,10-01-2022 18:00,2949,56.42739495,Merchant 2949,Location 2949,Retail,0,0,Customer 1806,61,Address 1806
235,236,69.82507207727988,1999,10-01-2022 19:00,2789,33.87630498,Merchant 2789,Location 2789,Retail,0,0,Customer 1999,57,Address 1999
236,237,46.17260059157836,1506,10-01-2022 20:00,2442,23.30991587,Merchant 2442,Location 2442,Online,0,0,Customer 1506,22,Address 1506
237,239,53.97929249001216,1359,10-01-2022 22:00,2442,52.56582829,Merchant 2442,Location 2442,Retail,0,0,Customer 1359,53,Address 1359
238,240,45.00641711892598,1892,10-01-2022 23:00,2282,77.8545946,Merchant 2282,Location 2282,Online,1,0,Customer 1892,59,Address 1892
239,241,27.18554242606038,1830,11-01-2022 00:00,2373,59.12483586,Merchant 2373,Location 2373,Other,0,0,Customer 1830,22,Address 1830
240,242,25.420517132167863,1515,11-01-2022 01:00,2702,69.93087012,Merchant 2702,Location 2702,Online,0,0,Customer 1515,37,Address 1515
241,243,48.2529491789015,1479,11-01-2022 02:00,2451,92.35937017,Merchant 2451,Location 2451,Food,0,0,Customer 1479,47,Address 1479
242,244,38.65841154384127,1398,11-01-2022 03:00,2789,24.8982594,Merchant 2789,Location 2789,Travel,0,0,Customer 1398,55,Address 1398
243,245,66.64627231049542,1848,11-01-2022 04:00,2872,65.35616716,Merchant 2872,Location 2872,Travel,0,0,Customer 1848,63,Address 1848
244,246,67.64191353460876,1877,11-01-2022 05:00,2552,99.04387605,Merchant 2552,Location 2552,Online,0,0,Customer 1877,43,Address 1877
245,247,95.63285443399356,1965,11-01-2022 06:00,2118,64.90209134,Merchant 2118,Location 2118,Retail,0,0,Customer 1965,44,Address 1965
246,248,81.69004135988487,1656,11-01-2022 07:00,2408,90.59198941,Merchant 2408,Location 2408,Other,0,0,Customer 1656,48,Address 1656
247,249,60.724694915321855,1180,11-01-2022 08:00,2677,52.49254177,Merchant 2677,Location 2677,Online,0,0,Customer 1180,59,Address 1180
248,250,60.55808100557361,1244,11-01-2022 09:00,2040,21.65134655,Merchant 2040,Location 2040,Retail,0,0,Customer 1244,46,Address 1244
249,251,38.533109535613626,1406,11-01-2022 10:00,2007,78.56612335,Merchant 2007,Location 2007,Retail,0,0,Customer 1406,56,Address 1406
250,252,39.64193470676073,1546,11-01-2022 11:00,2120,80.25449381,Merchant 2120,Location 2120,Food,0,0,Customer 1546,52,Address 1546
251,253,52.32859080638063,1316,11-01-2022 12:00,2033,15.05352197,Merchant 2033,Location 2033,Travel,0,0,Customer 1316,41,Address 1316
252,254,61.157045133672426,1768,11-01-2022 13:00,2764,96.62137606,Merchant 2764,Location 2764,Retail,0,0,Customer 1768,35,Address 1768
253,255,74.41673714777123,1983,11-01-2022 14:00,2903,92.88343589,Merchant 2903,Location 2903,Other,0,0,Customer 1983,42,Address 1983
254,256,16.70607949337328,1685,11-01-2022 15:00,2242,96.46532589,Merchant 2242,Location 2242,Retail,0,0,Customer 1685,18,Address 1685
255,257,23.740319049622585,1441,11-01-2022 16:00,2627,71.33796707,Merchant 2627,Location 2627,Food,0,0,Customer 1441,37,Address 1441
256,258,72.19579593152234,1198,11-01-2022 17:00,2266,64.84821624,Merchant 2266,Location 2266,Travel,0,0,Customer 1198,62,Address 1198
257,259,63.92237414443909,1990,11-01-2022 18:00,2298,79.51078293,Merchant 2298,Location 2298,Other,0,0,Customer 1990,63,Address 1990
258,260,32.121734238901404,1893,11-01-2022 19:00,2228,35.661095,Merchant 2228,Location 2228,Online,0,0,Customer 1893,45,Address 1893
259,261,61.32263139109206,1558,11-01-2022 20:00,2911,34.53383407,Merchant 2911,Location 2911,Food,0,0,Customer 1558,35,Address 1558
260,262,54.47433021499057,1995,11-01-2022 21:00,2005,18.32717405,Merchant 2005,Location 2005,Retail,0,0,Customer 1995,38,Address 1995
261,263,27.336940402644966,1253,11-01-2022 22:00,2509,11.86341116,Merchant 2509,Location 2509,Food,0,0,Customer 1253,62,Address 1253
262,264,31.305825185224148,1455,11-01-2022 23:00,2104,26.57347152,Merchant 2104,Location 2104,Food,0,0,Customer 1455,39,Address 1455
263,265,41.54205962794481,1017,12-01-2022 00:00,2055,29.78245575,Merchant 2055,Location 2055,Food,0,0,Customer 1017,21,Address 1017
264,266,32.85924468136734,1393,12-01-2022 01:00,2120,59.42213532,Merchant 2120,Location 2120,Travel,0,0,Customer 1393,47,Address 1393
265,267,71.23473259275752,1866,12-01-2022 02:00,2088,10.31780692,Merchant 2088,Location 2088,Food,0,0,Customer 1866,35,Address 1866
266,268,26.619459510326152,1433,12-01-2022 03:00,2681,84.31669593,Merchant 2681,Location 2681,Retail,0,0,Customer 1433,55,Address 1433
267,269,56.27958729651075,1229,12-01-2022 04:00,2023,36.1555284,Merchant 2023,Location 2023,Travel,0,0,Customer 1229,18,Address 1229
268,270,79.5393640180564,1786,12-01-2022 05:00,2228,27.51526729,Merchant 2228,Location 2228,Travel,0,0,Customer 1786,50,Address 1786
269,271,36.75441407266821,1432,12-01-2022 06:00,2611,10.8310472,Merchant 2611,Location 2611,Other,1,1,Customer 1432,36,Address 1432
270,272,58.17973707615728,1944,12-01-2022 07:00,2241,30.82326807,Merchant 2241,Location 2241,Travel,1,0,Customer 1944,51,Address 1944
271,273,28.303899974374268,1512,12-01-2022 08:00,2779,20.01826492,Merchant 2779,Location 2779,Other,0,0,Customer 1512,64,Address 1512
272,274,35.92410077105648,1354,12-01-2022 09:00,2262,59.42577417,Merchant 2262,Location 2262,Travel,0,0,Customer 1354,45,Address 1354
273,275,78.3127071416263,1873,12-01-2022 10:00,2705,49.11928354,Merchant 2705,Location 2705,Online,0,0,Customer 1873,31,Address 1873
274,276,35.05265258366971,1405,12-01-2022 11:00,2397,27.22684742,Merchant 2397,Location 2397,Travel,0,0,Customer 1405,59,Address 1405
275,277,70.79730570531635,1958,12-01-2022 12:00,2721,41.09922894,Merchant 2721,Location 2721,Retail,0,0,Customer 1958,57,Address 1958
276,278,61.10932034404943,1893,12-01-2022 13:00,2510,62.47164635,Merchant 2510,Location 2510,Other,0,0,Customer 1893,45,Address 1893
277,279,56.754616986193845,1535,12-01-2022 14:00,2491,87.47329708,Merchant 2491,Location 2491,Food,0,0,Customer 1535,53,Address 1535
278,280,16.219860051456457,1351,12-01-2022 15:00,2553,31.21483132,Merchant 2553,Location 2553,Retail,0,0,Customer 1351,32,Address 1351
279,281,10.802412944130907,1848,12-01-2022 16:00,2714,61.90352457,Merchant 2714,Location 2714,Food,0,0,Customer 1848,63,Address 1848
280,282,66.57002449606415,1562,12-01-2022 17:00,2713,96.57198893,Merchant 2713,Location 2713,Travel,0,0,Customer 1562,43,Address 1562
281,283,26.133992196232175,1817,12-01-2022 18:00,2083,37.99213523,Merchant 2083,Location 2083,Retail,0,0,Customer 1817,28,Address 1817
282,284,17.31735492821924,1649,12-01-2022 19:00,2223,51.99564189,Merchant 2223,Location 2223,Other,0,0,Customer 1649,54,Address 1649
283,285,75.32446317385762,1505,12-01-2022 20:00,2886,61.43609226,Merchant 2886,Location 2886,Retail,0,0,Customer 1505,33,Address 1505
284,286,30.768477767337625,1513,12-01-2022 21:00,2287,14.52352131,Merchant 2287,Location 2287,Travel,0,0,Customer 1513,47,Address 1513
285,287,57.45622413714661,1604,12-01-2022 22:00,2328,33.9135831,Merchant 2328,Location 2328,Other,0,0,Customer 1604,36,Address 1604
286,288,73.3032970491333,1972,12-01-2022 23:00,2808,78.97968796,Merchant 2808,Location 2808,Online,0,0,Customer 1972,39,Address 1972
287,289,96.23321419600772,1165,13-01-2022 00:00,2492,51.13891597,Merchant 2492,Location 2492,Food,1,0,Customer 1165,48,Address 1165
288,290,77.3046654263469,1597,13-01-2022 01:00,2039,69.59584397,Merchant 2039,Location 2039,Travel,0,0,Customer 1597,33,Address 1597
289,291,62.77388544748326,1462,13-01-2022 02:00,2746,66.20543512,Merchant 2746,Location 2746,Retail,0,0,Customer 1462,30,Address 1462
290,292,56.5503597491276,1712,13-01-2022 03:00,2754,58.01664841,Merchant 2754,Location 2754,Retail,0,0,Customer 1712,58,Address 1712
291,293,91.37503293179564,1100,13-01-2022 04:00,2038,79.28311196,Merchant 2038,Location 2038,Travel,0,0,Customer 1100,62,Address 1100
292,294,35.15145130726461,1009,13-01-2022 05:00,2253,16.92260059,Merchant 2253,Location 2253,Other,0,0,Customer 1009,32,Address 1009
293,295,34.5208597441328,1770,13-01-2022 06:00,2013,22.6547138,Merchant 2013,Location 2013,Food,0,1,Customer 1770,36,Address 1770
294,296,95.32857784875084,1678,13-01-2022 07:00,2680,12.04860753,Merchant 2680,Location 2680,Travel,0,1,Customer 1678,33,Address 1678
295,297,51.40358574104649,1953,13-01-2022 08:00,2069,82.52626114,Merchant 2069,Location 2069,Retail,0,0,Customer 1953,18,Address 1953
296,298,20.66255752728149,1239,13-01-2022 09:00,2745,67.96649542,Merchant 2745,Location 2745,Retail,0,0,Customer 1239,40,Address 1239
297,299,53.65543294021365,1322,13-01-2022 10:00,2243,87.36133939,Merchant 2243,Location 2243,Travel,0,0,Customer 1322,29,Address 1322
298,300,46.2432624020462,1940,13-01-2022 11:00,2960,55.29097106,Merchant 2960,Location 2960,Other,0,0,Customer 1940,29,Address 1940
299,301,42.303801913906405,1994,13-01-2022 12:00,2616,97.05791341,Merchant 2616,Location 2616,Retail,0,0,Customer 1994,63,Address 1994
300,302,98.06620816132504,1437,13-01-2022 13:00,2869,25.14389828,Merchant 2869,Location 2869,Online,0,0,Customer 1437,19,Address 1437
301,303,61.98793644916741,1135,13-01-2022 14:00,2703,51.24351029,Merchant 2703,Location 2703,Travel,0,0,Customer 1135,49,Address 1135
302,304,15.083582510759244,1873,13-01-2022 15:00,2280,50.70585723,Merchant 2280,Location 2280,Retail,0,0,Customer 1873,31,Address 1873
303,305,79.21418526693257,1233,13-01-2022 16:00,2020,44.03294777,Merchant 2020,Location 2020,Food,0,0,Customer 1233,28,Address 1233
304,306,14.325618955526988,1701,13-01-2022 17:00,2265,18.86049747,Merchant 2265,Location 2265,Retail,0,0,Customer 1701,50,Address 1701
305,307,74.04598056616143,1392,13-01-2022 18:00,2239,13.47867254,Merchant 2239,Location 2239,Travel,0,0,Customer 1392,37,Address 1392
306,308,13.775391834001596,1468,13-01-2022 19:00,2020,74.97224621,Merchant 2020,Location 2020,Online,0,0,Customer 1468,45,Address 1468
307,309,20.773444943242666,1759,13-01-2022 20:00,2401,18.09790836,Merchant 2401,Location 2401,Food,0,0,Customer 1759,33,Address 1759
308,310,76.94851055777721,1305,13-01-2022 21:00,2469,83.10914211,Merchant 2469,Location 2469,Other,0,0,Customer 1305,23,Address 1305
309,311,27.453116490888377,1060,13-01-2022 22:00,2864,81.94669265,Merchant 2864,Location 2864,Travel,0,0,Customer 1060,38,Address 1060
310,312,61.47768761043001,1557,13-01-2022 23:00,2195,18.37041241,Merchant 2195,Location 2195,Retail,0,0,Customer 1557,62,Address 1557
311,313,68.64043640103054,1157,14-01-2022 00:00,2479,71.94075358,Merchant 2479,Location 2479,Online,0,1,Customer 1157,60,Address 1157
312,314,39.75178064381655,1968,14-01-2022 01:00,2354,84.8940852,Merchant 2354,Location 2354,Other,0,0,Customer 1968,60,Address 1968
313,315,84.98269506569027,1555,14-01-2022 02:00,2506,26.08556185,Merchant 2506,Location 2506,Travel,0,0,Customer 1555,45,Address 1555
314,316,29.291555935495328,1112,14-01-2022 03:00,2285,65.29983225,Merchant 2285,Location 2285,Other,0,0,Customer 1112,57,Address 1112
315,317,22.18984231519618,1292,14-01-2022 04:00,2771,64.93988674,Merchant 2771,Location 2771,Online,0,0,Customer 1292,33,Address 1292
316,318,64.22877239230128,1346,14-01-2022 05:00,2335,45.88273508,Merchant 2335,Location 2335,Retail,0,0,Customer 1346,36,Address 1346
317,319,23.85431432932064,1129,14-01-2022 06:00,2787,42.37126164,Merchant 2787,Location 2787,Food,0,0,Customer 1129,39,Address 1129
318,320,85.9983524413847,1903,14-01-2022 07:00,2261,16.02693449,Merchant 2261,Location 2261,Other,0,0,Customer 1903,18,Address 1903
319,321,57.86994336632967,1078,14-01-2022 08:00,2142,54.92016404,Merchant 2142,Location 2142,Food,0,0,Customer 1078,32,Address 1078
320,322,88.09696867382264,1702,14-01-2022 09:00,2894,75.78919811,Merchant 2894,Location 2894,Retail,0,0,Customer 1702,32,Address 1702
321,323,10.047488390659712,1466,14-01-2022 10:00,2419,87.54900452,Merchant 2419,Location 2419,Online,0,0,Customer 1466,41,Address 1466
322,324,24.83845006368293,1437,14-01-2022 11:00,2375,36.01745612,Merchant 2375,Location 2375,Retail,0,0,Customer 1437,19,Address 1437
323,325,47.84508341466206,1783,14-01-2022 12:00,2920,49.45731634,Merchant 2920,Location 2920,Online,0,0,Customer 1783,31,Address 1783
324,326,14.615120532256274,1695,14-01-2022 13:00,2801,94.55363187,Merchant 2801,Location 2801,Food,0,0,Customer 1695,35,Address 1695
325,327,60.68884239418577,1172,14-01-2022 14:00,2679,12.06786954,Merchant 2679,Location 2679,Other,0,0,Customer 1172,26,Address 1172
326,328,61.232174778009686,1947,14-01-2022 15:00,2606,24.06076457,Merchant 2606,Location 2606,Food,0,0,Customer 1947,22,Address 1947
327,329,93.37250431864632,1086,14-01-2022 16:00,2182,59.29937764,Merchant 2182,Location 2182,Food,0,0,Customer 1086,63,Address 1086
328,330,95.76692181306092,1275,14-01-2022 17:00,2838,47.67133354,Merchant 2838,Location 2838,Food,1,0,Customer 1275,23,Address 1275
329,331,61.88904454076027,1657,14-01-2022 18:00,2567,34.97478549,Merchant 2567,Location 2567,Other,0,0,Customer 1657,58,Address 1657
330,332,70.86740450604661,1624,14-01-2022 19:00,2217,28.35578215,Merchant 2217,Location 2217,Travel,1,0,Customer 1624,18,Address 1624
331,333,70.95760928948519,1729,14-01-2022 20:00,2211,70.81285453,Merchant 2211,Location 2211,Other,1,0,Customer 1729,29,Address 1729
332,334,47.59519154883488,1300,14-01-2022 21:00,2474,51.91680742,Merchant 2474,Location 2474,Other,0,0,Customer 1300,40,Address 1300
333,335,84.74839337828455,1311,14-01-2022 22:00,2919,94.06588629,Merchant 2919,Location 2919,Online,0,0,Customer 1311,25,Address 1311
334,336,64.2996060597047,1280,14-01-2022 23:00,2899,64.06478659,Merchant 2899,Location 2899,Retail,0,0,Customer 1280,60,Address 1280
335,337,59.06558827131725,1058,15-01-2022 00:00,2169,53.56586868,Merchant 2169,Location 2169,Other,0,0,Customer 1058,50,Address 1058
336,338,59.40095528433461,1724,15-01-2022 01:00,2346,21.95881977,Merchant 2346,Location 2346,Travel,0,0,Customer 1724,32,Address 1724
337,339,26.18399976018048,1067,15-01-2022 02:00,2081,81.11241004,Merchant 2081,Location 2081,Travel,0,0,Customer 1067,36,Address 1067
338,340,69.1723428057365,1438,15-01-2022 03:00,2089,55.87043537,Merchant 2089,Location 2089,Other,0,0,Customer 1438,53,Address 1438
339,341,60.74497628008697,1531,15-01-2022 04:00,2215,48.30064943,Merchant 2215,Location 2215,Food,0,0,Customer 1531,29,Address 1531
340,342,60.98699494097934,1832,15-01-2022 05:00,2847,10.14333882,Merchant 2847,Location 2847,Retail,0,0,Customer 1832,47,Address 1832
341,343,99.61607032247228,1382,15-01-2022 06:00,2235,39.32528733,Merchant 2235,Location 2235,Other,0,0,Customer 1382,40,Address 1382
342,344,84.49928399139073,1434,15-01-2022 07:00,2238,45.51139833,Merchant 2238,Location 2238,Other,0,0,Customer 1434,19,Address 1434
343,345,37.87307960365036,1440,15-01-2022 08:00,2363,38.54509216,Merchant 2363,Location 2363,Food,0,0,Customer 1440,23,Address 1440
344,346,38.69316720496097,1157,15-01-2022 09:00,2571,75.64047375,Merchant 2571,Location 2571,Food,0,1,Customer 1157,60,Address 1157
345,347,45.02844839488476,1328,15-01-2022 10:00,2382,55.28799945,Merchant 2382,Location 2382,Other,0,0,Customer 1328,62,Address 1328
346,348,66.4761842492444,1957,15-01-2022 11:00,2371,76.78513202,Merchant 2371,Location 2371,Online,0,0,Customer 1957,57,Address 1957
347,349,74.41312191791293,1033,15-01-2022 12:00,2813,54.42464189,Merchant 2813,Location 2813,Online,0,0,Customer 1033,50,Address 1033
348,350,43.45501371682296,1615,15-01-2022 13:00,2836,81.38910742,Merchant 2836,Location 2836,Online,0,0,Customer 1615,28,Address 1615
349,351,28.343420494036856,1286,15-01-2022 14:00,2697,76.11121319,Merchant 2697,Location 2697,Food,0,0,Customer 1286,19,Address 1286
350,352,70.0043034747928,1152,15-01-2022 15:00,2762,70.42955479,Merchant 2762,Location 2762,Food,0,0,Customer 1152,55,Address 1152
351,353,89.08776661986285,1137,15-01-2022 16:00,2051,49.05614325,Merchant 2051,Location 2051,Other,0,0,Customer 1137,52,Address 1137
352,354,66.08579500983927,1176,15-01-2022 17:00,2208,24.82031446,Merchant 2208,Location 2208,Travel,0,0,Customer 1176,20,Address 1176
353,355,76.34999350541855,1281,15-01-2022 18:00,2661,70.79176648,Merchant 2661,Location 2661,Retail,0,0,Customer 1281,33,Address 1281
354,356,60.30707463914428,1788,15-01-2022 19:00,2862,32.22567447,Merchant 2862,Location 2862,Online,0,0,Customer 1788,27,Address 1788
355,357,33.61255713368315,1048,15-01-2022 20:00,2429,50.0652556,Merchant 2429,Location 2429,Travel,0,0,Customer 1048,49,Address 1048
356,358,41.6707105414218,1073,15-01-2022 21:00,2897,50.13305863,Merchant 2897,Location 2897,Food,0,0,Customer 1073,56,Address 1073
357,359,47.12640903265764,1572,15-01-2022 22:00,2859,46.65509369,Merchant 2859,Location 2859,Travel,0,0,Customer 1572,47,Address 1572
358,360,41.70586082062327,1264,15-01-2022 23:00,2534,16.47168996,Merchant 2534,Location 2534,Online,0,0,Customer 1264,23,Address 1264
359,361,42.32811860407804,1864,16-01-2022 00:00,2094,76.53717233,Merchant 2094,Location 2094,Travel,0,0,Customer 1864,50,Address 1864
360,362,71.7368591339746,1285,16-01-2022 01:00,2271,30.77289757,Merchant 2271,Location 2271,Food,0,0,Customer 1285,47,Address 1285
361,363,72.73147248409899,1602,16-01-2022 02:00,2287,40.85281886,Merchant 2287,Location 2287,Online,0,0,Customer 1602,40,Address 1602
362,364,61.1365320200304,1424,16-01-2022 03:00,2929,78.34675384,Merchant 2929,Location 2929,Travel,1,0,Customer 1424,37,Address 1424
363,365,40.658978551453465,1214,16-01-2022 04:00,2103,81.51690625,Merchant 2103,Location 2103,Travel,0,0,Customer 1214,42,Address 1214
364,366,38.31991504407297,1682,16-01-2022 05:00,2597,80.29202974,Merchant 2597,Location 2597,Other,0,0,Customer 1682,39,Address 1682
365,367,67.84335713396852,1777,16-01-2022 06:00,2279,66.1118619,Merchant 2279,Location 2279,Travel,0,0,Customer 1777,54,Address 1777
366,368,39.31159079569777,1272,16-01-2022 07:00,2221,24.22546795,Merchant 2221,Location 2221,Online,0,0,Customer 1272,48,Address 1272
367,369,70.5201057693231,1427,16-01-2022 08:00,2533,20.70202871,Merchant 2533,Location 2533,Online,0,0,Customer 1427,37,Address 1427
368,370,81.39167697229831,1159,16-01-2022 09:00,2562,91.15475103,Merchant 2562,Location 2562,Other,0,0,Customer 1159,54,Address 1159
369,371,41.02830654379494,1339,16-01-2022 10:00,2262,50.12328349,Merchant 2262,Location 2262,Other,0,0,Customer 1339,53,Address 1339
370,372,63.45304123221416,1855,16-01-2022 11:00,2193,66.69191083,Merchant 2193,Location 2193,Other,0,0,Customer 1855,56,Address 1855
371,373,71.95418453277574,1825,16-01-2022 12:00,2923,77.01637229,Merchant 2923,Location 2923,Other,0,0,Customer 1825,54,Address 1825
372,374,74.94314154163287,1967,16-01-2022 13:00,2978,88.18799983,Merchant 2978,Location 2978,Travel,0,0,Customer 1967,21,Address 1967
373,375,29.137192085767744,1914,16-01-2022 14:00,2497,49.65467894,Merchant 2497,Location 2497,Retail,0,0,Customer 1914,18,Address 1914
374,376,30.412437389916438,1311,16-01-2022 15:00,2645,13.2876421,Merchant 2645,Location 2645,Food,0,0,Customer 1311,25,Address 1311
375,377,94.34946872070527,1416,16-01-2022 16:00,2175,79.80653967,Merchant 2175,Location 2175,Online,0,0,Customer 1416,21,Address 1416
376,378,25.562897726593995,1586,16-01-2022 17:00,2477,43.5974864,Merchant 2477,Location 2477,Food,0,0,Customer 1586,40,Address 1586
377,379,95.69370268467728,1482,16-01-2022 18:00,2412,50.65348135,Merchant 2412,Location 2412,Online,0,0,Customer 1482,26,Address 1482
378,380,35.73345140902997,1400,16-01-2022 19:00,2617,20.48763244,Merchant 2617,Location 2617,Other,0,0,Customer 1400,60,Address 1400
379,381,60.52724778740764,1764,16-01-2022 20:00,2767,29.46474805,Merchant 2767,Location 2767,Online,0,0,Customer 1764,49,Address 1764
380,382,16.55367815863712,1397,16-01-2022 21:00,2941,78.8116347,Merchant 2941,Location 2941,Food,0,0,Customer 1397,35,Address 1397
381,383,27.254337830091647,1423,16-01-2022 22:00,2862,47.17712119,Merchant 2862,Location 2862,Other,0,0,Customer 1423,40,Address 1423
382,384,31.80425218452422,1516,16-01-2022 23:00,2635,96.63891493,Merchant 2635,Location 2635,Other,0,0,Customer 1516,41,Address 1516
383,385,55.76476528750271,1180,17-01-2022 00:00,2265,49.53962601,Merchant 2265,Location 2265,Online,0,0,Customer 1180,59,Address 1180
384,386,72.91097613446743,1750,17-01-2022 01:00,2814,77.1227356,Merchant 2814,Location 2814,Food,0,0,Customer 1750,36,Address 1750
385,387,71.02737815902991,1836,17-01-2022 02:00,2188,98.86850261,Merchant 2188,Location 2188,Retail,0,0,Customer 1836,47,Address 1836
386,388,25.85006970131933,1433,17-01-2022 03:00,2817,75.98942995,Merchant 2817,Location 2817,Travel,0,0,Customer 1433,55,Address 1433
387,389,94.52284775775556,1645,17-01-2022 04:00,2399,34.18003279,Merchant 2399,Location 2399,Travel,0,0,Customer 1645,60,Address 1645
